,lead
1874,3-2685
1875,5-8075
1876,4-4564
1877,1-4434
1878,4-1455
1879,1-7182
1880,2-6916
1881,5-2826
1882,1-7385
1883,8-2141
1884,5-5660
1885,2-2306
1886,2-8824
1887,1-7616
1888,5-4733
1889,2-1113
1890,4-0931
1891,6-5274
1892,6-0841
1893,6-0076
1894,5-7460
1895,8-4471
1896,2-0002
1897,8-7121
1898,1-2451
1899,3-7568
1900,5-8506
1901,3-7866
1902,8-4849
1903,6-1497
1904,1-9085
1905,8-2066
1906,7-9080
1907,2-4459
1908,3-5855
1909,2-7803
1910,7-9981
1911,2-9777
1912,2-1007
1913,8-5327
1914,4-5724
1915,7-4045
1916,6-5701
1917,5-8133
1918,6-3387
1919,4-1563
1920,4-2969
1921,7-4675
1922,7-7173
1923,4-9688
1924,7-8545
1925,5-6707
1926,2-3025
1927,2-7850
1928,1-4701
1929,6-0126
1930,5-2153
1931,8-9408
1932,7-0414
1933,2-0936
1934,3-8442
1935,1-0444
1936,3-9515
1937,5-2995
1938,1-8521
1939,1-7294
1940,7-7653
1941,7-4659
1942,4-5416
1943,7-3205
1944,1-6256
1945,8-1971
1946,6-5342
1947,7-1007
1948,8-7507
1949,4-9556
1950,2-5630
1951,5-0109
1952,3-0514
1953,1-4876
1954,5-5751
1955,1-9435
1956,3-7071
1957,5-8832
1958,8-2619
1959,8-7444
1960,8-1271
1961,6-4894
1962,3-7326
1963,8-8489
1964,4-4044
1965,1-5074
1966,8-2276
1967,8-3520
1968,7-1195
1969,2-8082
1970,6-6830
1971,3-0192
1972,2-2073
1973,5-7241
1974,7-9401
1975,8-2224
1976,4-5901
1977,7-8510
1978,4-5962
1979,4-8802
1980,3-7481
1981,3-4120
1982,5-5919
1983,2-5159
1984,1-8456
1985,6-6282
1986,7-9699
1987,3-5749
1988,5-4154
1989,7-6701
1990,7-1268
1991,2-9012
1992,1-6054
1993,6-9864
1994,4-4374
1995,2-6000
1996,8-6378
1997,4-8210
1998,2-6162
1999,5-7866
2000,6-7216
2001,6-3315
2002,3-3512
2003,2-6977
2004,2-1458
2005,5-6416
2006,2-1068
2007,1-7658
2008,4-2910
2009,6-7988
2010,3-2579
2011,4-9192
2012,7-0716
2013,1-3168
2014,6-1276
2015,6-4330
2016,4-9188
2017,1-1210
2018,5-5276
2019,8-6775
2020,4-9157
2021,6-7674
2022,1-5978
2023,6-7026
2024,1-5792
2025,2-4517
2026,3-8542
2027,6-0437
2028,7-9888
2029,1-6120
2030,1-4322
2031,4-2795
2032,5-0761
2033,7-0350
2034,5-9706
2035,8-4138
2036,7-8579
2037,8-9160
2038,2-9934
2039,4-5499
2040,1-5681
2041,1-1138
2042,2-7621
2043,4-2466
2044,2-0427
2045,3-5062
2046,5-4370
2047,6-9650
2048,4-6024
2049,2-5742
2050,3-6949
2051,3-1785
2052,2-2506
2053,6-1886
2054,8-1063
2055,6-2895
2056,3-9872
2057,7-2520
2058,4-9265
2059,4-7005
2060,1-6482
2061,3-6483
2062,8-4865
2063,7-4248
2064,6-9777
2065,8-6442
2066,7-9151
2067,2-1804
2068,8-6951
2069,8-6967
2070,3-9509
2071,5-0154
2072,2-4200
2073,2-9941
2074,5-0709
2075,4-1394
2076,2-4420
2077,7-8518
2078,2-5449
2079,8-6586
2080,4-3857
2081,4-1471
2082,1-0538
2083,2-3222
2084,5-6400
2085,1-7912
2086,1-3758
2087,8-8645
2088,8-4227
2089,6-9768
2090,7-7571
2091,3-0338
2092,6-9505
2093,3-8891
2094,2-3716
2095,8-2303
2096,4-6769
2097,8-7157
2098,1-5048
2099,3-7179
2100,6-6764
2101,2-9539
2102,3-0235
2103,1-8821
2104,3-4714
2105,4-2684
2106,2-6321
2107,4-0954
2108,5-0375
2109,7-9675
2110,1-6748
2111,1-2862
2112,4-7169
2113,5-8737
2114,5-4437
2115,6-0913
2116,4-8685
2117,7-2682
2118,1-5013
2119,5-1604
2120,2-4715
2121,4-4451
2122,7-9701
2123,6-9790
2124,1-2124
2125,8-5092
2126,7-5501
2127,8-6351
2128,3-6597
2129,8-5777
2130,1-7990
2131,1-2627
2132,4-5209
2133,7-6980
2134,6-5729
2135,2-3646
2136,8-9368
2137,8-2665
2138,2-2397
2139,2-0438
2140,7-2383
2141,8-5941
2142,1-6657
2143,6-0477
2144,2-0119
2145,3-3893
2146,3-3878
2147,6-1780
2148,5-3075
2149,4-0903
2150,5-7522
2151,2-3075
2152,4-7619
2153,4-9346
2154,2-0462
2155,7-9395
2156,1-6302
2157,8-7513
2158,8-3148
2159,5-8386
2160,8-3725
2161,8-0868
2162,7-5185
2163,6-1043
2164,5-2577
2165,8-6057
2166,6-3910
2167,3-4703
2168,6-6191
2169,2-5817
2170,3-2433
2171,3-8523
2172,2-4266
2173,8-8786
2174,1-1491
2175,5-4497
2176,2-1288
2177,7-9058
2178,5-7919
2179,4-1840
2180,7-5245
2181,1-6746
2182,3-3922
2183,8-1545
2184,3-2193
2185,6-4390
2186,1-1153
2187,4-1087
2188,6-1694
2189,5-6280
2190,5-3439
2191,1-2007
2192,8-3060
2193,1-0030
2194,4-3384
2195,8-7208
2196,3-6117
2197,1-1578
2198,4-6928
2199,6-5530
2200,1-0491
2201,5-1639
2202,3-0709
2203,7-2942
2204,2-6210
2205,8-3995
2206,3-6546
2207,4-6655
2208,2-9867
2209,8-0834
2210,7-5851
2211,8-8098
2212,5-1938
2213,7-7568
2214,6-4917
2215,7-8666
2216,6-8276
2217,6-5027
2218,6-8589
2219,8-3684
2220,7-8232
2221,6-3722
2222,6-5387
2223,6-2921
2224,5-6975
2225,6-1958
2226,2-7948
2227,6-8805
2228,6-3236
2229,7-9909
2230,2-7120
2231,7-1856
2232,1-2721
2233,7-2801
2234,6-9820
2235,7-5367
2236,2-2509
2237,4-1065
2238,1-6165
2239,8-4722
2240,6-8933
2241,1-4263
2242,7-7185
2243,6-0360
2244,2-5238
2245,6-9136
2246,7-6358
2247,5-4423
2248,2-7776
2249,8-6864
2250,3-9776
2251,4-0924
2252,4-8926
2253,1-6555
2254,3-9284
2255,7-9250
2256,8-8075
2257,4-5180
2258,3-5735
2259,7-2191
2260,2-0027
2261,3-9545
2262,4-5612
2263,4-8175
2264,1-7387
2265,3-2820
2266,1-2131
2267,4-7188
2268,2-9823
2269,2-4324
2270,4-4587
2271,1-6451
2272,4-2633
2273,4-7031
2274,7-1746
2275,1-5632
2276,1-9314
2277,7-1662
2278,8-0411
2279,4-3303
2280,8-3749
2281,3-6610
2282,4-6058
2283,7-7937
2284,2-7441
2285,7-0195
2286,5-9081
2287,3-4842
2288,3-8270
2289,7-8239
2290,1-1536
2291,7-7105
2292,2-4968
2293,7-8540
2294,7-9354
2295,6-2058
2296,8-5501
2297,2-9698
2298,8-7397
2299,4-3365
2300,3-6164
2301,3-3592
2302,2-2069
2303,6-3224
2304,8-5583
2305,1-2283
2306,3-9182
2307,1-2983
2308,7-3678
2309,8-3132
2310,6-3384
2311,1-6402
2312,5-8134
2313,8-9390
2314,7-0664
2315,1-7501
2316,3-8969
2317,4-1957
2318,7-4904
2319,6-8565
2320,4-9453
2321,7-7651
2322,7-6579
2323,3-3808
2324,2-5417
2325,1-4554
2326,2-1625
2327,7-6150
2328,2-1832
2329,2-4084
2330,5-5754
2331,2-5557
2332,4-2737
2333,4-4089
2334,8-5545
2335,8-5739
2336,6-8797
2337,1-5178
2338,6-8062
2339,4-3074
2340,6-8977
2341,8-7675
2342,8-4315
2343,1-9184
2344,3-5783
2345,2-0253
2346,4-7393
2347,3-4043
2348,4-3098
2349,7-0514
2350,4-3230
2351,4-2603
2352,2-6617
2353,7-9526
2354,1-4261
2355,6-5822
2356,6-6808
2357,5-8446
2358,4-4240
2359,3-4070
2360,8-2870
2361,5-5272
2362,5-4641
2363,7-2990
2364,3-1454
2365,6-0543
2366,7-1818
2367,2-8803
2368,8-7790
2369,5-0368
2370,4-3328
2371,2-2564
2372,7-7827
2373,2-9949
2374,7-2371
2375,4-3493
2376,7-3549
2377,3-9568
2378,5-1248
2379,4-8104
2380,5-1384
2381,3-8506
2382,1-8251
2383,6-5579
2384,5-7070
2385,3-1167
2386,4-0622
2387,4-3757
2388,3-6779
2389,2-6241
2390,7-1182
2391,5-5691
2392,5-7038
2393,2-6282
2394,6-3061
2395,4-0344
2396,5-9566
2397,2-4445
2398,1-0307
2399,1-5366
2400,2-4185
2401,4-0560
2402,3-4281
2403,2-0951
2404,8-3349
2405,1-9035
2406,7-2388
2407,7-2125
2408,7-5480
2409,5-2226
2410,2-1839
2411,2-9424
2412,6-5016
2413,8-6801
2414,5-3307
2415,5-8801
2416,3-9561
2417,3-4709
2418,8-4523
2419,8-6771
2420,2-9244
2421,4-4935
2422,7-0292
2423,1-9515
2424,2-4318
2425,4-7886
2426,2-2488
2427,1-0738
2428,6-2178
2429,8-4828
2430,8-1878
2431,5-7170
2432,8-6119
2433,4-8233
2434,4-0742
2435,6-2812
2436,4-0905
2437,3-0857
2438,6-9540
2439,1-4180
2440,7-6769
2441,6-6531
2442,3-8171
2443,8-1483
2444,1-8983
2445,2-4684
2446,2-5851
2447,1-0168
2448,1-6577
2449,4-8550
2450,4-5458
2451,8-0271
2452,6-9632
2453,4-1845
2454,1-4534
2455,5-9304
2456,6-7942
2457,1-7807
2458,3-4495
2459,1-4968
2460,8-5931
2461,1-5220
2462,4-5937
2463,1-1870
2464,6-9688
2465,6-7284
2466,2-7184
2467,8-0382
2468,4-9712
2469,2-4349
2470,6-9004
2471,3-1043
2472,6-4774
2473,1-7655
2474,4-9816
2475,3-1415
2476,3-5388
2477,7-8673
2478,5-6837
2479,4-1865
2480,1-4154
2481,1-8753
2482,7-2628
2483,1-5717
2484,7-7085
2485,4-7831
2486,5-8025
2487,8-6853
2488,3-5581
2489,2-6721
2490,1-5550
2491,1-5901
2492,2-1204
2493,2-7249
2494,5-1895
2495,4-6688
2496,3-3919
2497,3-4456
2498,1-3139
2499,1-2107
2500,1-0288
2501,3-9793
2502,5-9866
2503,5-9105
2504,3-0424
2505,2-8396
2506,8-1041
2507,7-6192
2508,7-0959
2509,5-9220
2510,3-0627
2511,7-6466
2512,7-8501
2513,2-0825
2514,5-4521
2515,2-6787
2516,2-5837
2517,8-2354
2518,8-9501
2519,8-7457
2520,3-3654
2521,7-1854
2522,7-4113
2523,6-6291
2524,6-7741
2525,5-6193
2526,2-9535
2527,8-4674
2528,5-8784
2529,6-8798
2530,7-7055
2531,5-3296
2532,4-3794
2533,8-3983
2534,6-7383
2535,8-6756
2536,4-7366
2537,2-0492
2538,5-1003
2539,5-5488
2540,4-2867
2541,5-8674
2542,6-7574
2543,8-0128
2544,8-6436
2545,4-3841
2546,6-4371
2547,1-3326
2548,3-7971
2549,4-6008
2550,3-0716
2551,8-6746
2552,1-4860
2553,5-1636
2554,7-7953
2555,1-4979
2556,4-5420
2557,4-9509
2558,1-8415
2559,8-4665
2560,1-6758
2561,5-7975
2562,2-7024
2563,3-1343
2564,3-0121
2565,2-2513
2566,1-8479
2567,8-6796
2568,4-6415
2569,8-8240
2570,2-5807
2571,2-3117
2572,1-4086
2573,4-8854
2574,8-1768
2575,8-9946
2576,2-3460
2577,7-0171
2578,6-5605
2579,7-3477
2580,7-9603
2581,3-1341
2582,3-4854
2583,7-4799
2584,6-5184
2585,2-8473
2586,2-7470
2587,8-3227
2588,2-1745
2589,1-1090
2590,7-8958
2591,1-3594
2592,7-5190
2593,3-9291
2594,2-9445
2595,1-7226
2596,5-0236
2597,2-9135
2598,4-4197
2599,7-0431
2600,6-3117
2601,2-9665
2602,7-2076
2603,6-4312
2604,5-7953
2605,6-3303
2606,3-1719
2607,1-4442
2608,3-3332
2609,2-8888
2610,6-2912
2611,4-3694
2612,7-5757
2613,7-4321
2614,8-7738
2615,6-2120
2616,6-1919
2617,1-2648
2618,8-0900
2619,7-6434
2620,1-3160
2621,5-0203
2622,8-4251
2623,7-1555
2624,6-1634
2625,3-2030
2626,6-2800
2627,6-6729
2628,8-1235
2629,3-3354
2630,6-2817
2631,2-7524
2632,5-6698
2633,1-0174
2634,6-3441
2635,3-0398
2636,6-2858
2637,2-0402
2638,2-8531
2639,6-5672
2640,6-9825
2641,3-2354
2642,8-8779
2643,3-1061
2644,5-0539
2645,5-0008
2646,2-9206
2647,4-5947
2648,5-2671
2649,3-8610
2650,1-4903
2651,5-2062
2652,4-6990
2653,4-9771
2654,2-7615
2655,6-5912
2656,5-7627
2657,1-6988
2658,5-9317
2659,3-2664
2660,6-5324
2661,3-3281
2662,1-2422
2663,5-5476
2664,1-3908
2665,1-5801
2666,7-3056
2667,1-8360
2668,7-8033
2669,4-7386
2670,3-9512
2671,3-4221
2672,3-8820
2673,1-9439
2674,8-1748
2675,8-4452
2676,5-5018
2677,5-5146
2678,4-7113
2679,5-9337
2680,2-7423
2681,5-1713
2682,2-6133
2683,1-3196
2684,2-9933
2685,3-3890
2686,1-5442
2687,3-6574
2688,7-2962
2689,1-2397
2690,7-7039
2691,2-0648
2692,5-8411
2693,1-4594
2694,3-2415
2695,7-8269
2696,4-5863
2697,1-4980
2698,5-2748
2699,4-2971
2700,1-3007
2701,5-1950
2702,8-3832
2703,6-2267
2704,1-9399
2705,8-3064
2706,2-5810
2707,4-3036
2708,5-1680
2709,3-8622
2710,8-4641
2711,7-0089
2712,8-7870
2713,7-0371
2714,5-4834
2715,8-1034
2716,6-2480
2717,8-0423
2718,5-9605
2719,7-2094
2720,8-0547
2721,8-3641
2722,3-3558
2723,3-1011
2724,3-0571
2725,3-5805
2726,7-0446
2727,7-0776
2728,4-2887
2729,1-6872
2730,4-2129
2731,7-3262
2732,4-0112
2733,4-9242
2734,3-1832
2735,8-4877
2736,3-8321
2737,5-4603
2738,5-8287
2739,4-5729
2740,2-0020
2741,1-9390
2742,2-0371
2743,4-5132
2744,1-4489
2745,2-8204
2746,3-8258
2747,2-2785
2748,2-7183
2749,6-0809
2750,2-1731
2751,7-9498
2752,1-2938
2753,8-4983
2754,2-0850
2755,3-7626
2756,3-7281
2757,8-3731
2758,5-8460
2759,8-2819
2760,2-5229
2761,4-2808
2762,2-7171
2763,2-6103
2764,7-7221
2765,3-9888
2766,3-9785
2767,3-4658
2768,6-1612
2769,3-8939
2770,7-1057
2771,7-0470
2772,5-2329
2773,8-7857
2774,4-8658
2775,6-8573
2776,7-8377
2777,8-0163
2778,1-5119
2779,5-0696
2780,4-6107
2781,7-5921
2782,7-2384
2783,5-2335
2784,8-5234
2785,4-5333
2786,1-3587
2787,3-5022
2788,2-5380
2789,7-0387
2790,6-3190
2791,7-4453
2792,3-3881
2793,5-4623
2794,1-5266
2795,7-9161
2796,2-7925
2797,4-7930
2798,7-8768
2799,4-5762
2800,8-1708
2801,3-9499
2802,5-7677
2803,4-3711
2804,6-3940
2805,5-2434
2806,7-5371
2807,3-7097
2808,7-3450
2809,4-3282
2810,5-2927
2811,2-7463
2812,7-1772
2813,4-4794
2814,1-1156
2815,3-5222
2816,8-3610
2817,7-7450
2818,5-4842
2819,3-4674
2820,8-1117
2821,1-0421
2822,6-5236
2823,4-8494
2824,2-7765
2825,5-6784
2826,3-2167
2827,5-0229
2828,2-7887
2829,4-6115
2830,1-3670
2831,6-9571
2832,2-4918
2833,3-1500
2834,1-1193
2835,4-4686
2836,1-5495
2837,3-9909
2838,3-6115
2839,8-3732
2840,6-9812
2841,8-2334
2842,6-4878
2843,6-7177
2844,1-8562
2845,2-7537
2846,5-7014
2847,5-3546
2848,3-7532
2849,6-7567
2850,4-5046
2851,3-2093
2852,6-1846
2853,8-6253
2854,5-7085
2855,1-8014
2856,3-7142
2857,7-2498
2858,5-6338
2859,5-3424
2860,2-4690
2861,2-0030
2862,7-5666
2863,4-6209
2864,4-3318
2865,1-8927
2866,4-7847
2867,5-3216
2868,4-2193
2869,3-0278
2870,6-0311
2871,2-6373
2872,1-4268
2873,1-3762
2874,4-8514
2875,8-2409
2876,5-5337
2877,5-6828
2878,8-2005
2879,1-8930
2880,3-9153
2881,1-9721
2882,4-1044
2883,2-3193
2884,4-0796
2885,8-4578
2886,1-3919
2887,6-8580
2888,5-2982
2889,6-4273
2890,8-4511
2891,7-9295
2892,2-5491
2893,7-2768
2894,1-2560
2895,3-5539
2896,5-1331
2897,4-3564
2898,3-4174
2899,2-3956
2900,3-6643
2901,6-4219
2902,7-4608
2903,7-5177
2904,7-5406
2905,8-6855
2906,7-4825
2907,3-0544
2908,6-5075
2909,4-2634
2910,5-7730
2911,7-5201
2912,8-9548
2913,7-6477
2914,4-9821
2915,4-0876
2916,7-7033
2917,3-8738
2918,1-2149
2919,3-4352
2920,5-1560
2921,2-7515
2922,8-1520
2923,1-1576
2924,7-2980
2925,5-4815
2926,2-8258
2927,8-2360
2928,5-2118
2929,7-7676
2930,3-6770
2931,8-5939
2932,4-5296
2933,4-9569
2934,1-5245
2935,8-7673
2936,4-4936
2937,1-6528
2938,1-0850
2939,2-2931
2940,3-0219
2941,3-3906
2942,1-2997
2943,1-1754
2944,2-6220
2945,5-9030
2946,7-3815
2947,6-1869
2948,2-5674
2949,7-6717
2950,3-4421
2951,8-4512
2952,1-7659
2953,6-8524
2954,2-9523
2955,2-4132
2956,6-5556
2957,6-2118
2958,4-4343
2959,5-5201
2960,6-3064
2961,8-0024
2962,8-7030
2963,6-8271
2964,8-8096
2965,1-3230
2966,8-3278
2967,1-0112
2968,5-0792
2969,7-4817
2970,2-3851
2971,7-5777
2972,1-7567
2973,7-5811
2974,5-9269
2975,8-1880
2976,5-1792
2977,7-6127
2978,3-4176
2979,1-9095
2980,8-6928
2981,1-8303
2982,1-5146
2983,2-9053
2984,5-5962
2985,7-1500
2986,6-7475
2987,2-4703
2988,6-3558
2989,6-5909
2990,8-6560
2991,8-7669
2992,2-3427
2993,1-8350
2994,6-8025
2995,7-8257
2996,8-1228
2997,6-2054
2998,6-1493
2999,3-2655
3000,8-8828
3001,1-8656
3002,2-8708
3003,4-4087
3004,6-1215
3005,5-1318
3006,4-8281
3007,2-0965
3008,6-6132
3009,7-8709
3010,8-2188
3011,3-0787
3012,4-0569
3013,8-1070
3014,6-8613
3015,4-3245
3016,1-2882
3017,2-4182
3018,5-3663
3019,7-6030
3020,4-4684
3021,5-9418
3022,3-5497
3023,4-9099
3024,3-6298
3025,2-3031
3026,3-1723
3027,7-4338
3028,7-3693
3029,2-4279
3030,3-0100
3031,4-7751
3032,1-4536
3033,1-7656
3034,8-6626
3035,8-4356
3036,5-4208
3037,7-3381
3038,2-7238
3039,3-8692
3040,1-3308
3041,5-1572
3042,1-4841
3043,1-3417
3044,4-0778
3045,5-7803
3046,4-5931
3047,7-3292
3048,2-6670
3049,7-0368
3050,4-3793
3051,7-9014
3052,3-1948
3053,7-2661
3054,8-4825
3055,5-3733
3056,3-3555
3057,8-1551
3058,5-0659
3059,6-3527
3060,1-7487
3061,5-8024
3062,8-9808
3063,8-6938
3064,6-9274
3065,4-7986
3066,3-1244
3067,2-3419
3068,5-2225
3069,7-4340
3070,3-4190
3071,6-3694
3072,4-3905
3073,2-2622
3074,2-9559
3075,2-8787
3076,7-4500
3077,8-9604
3078,1-6413
3079,7-6558
3080,8-8504
3081,1-0222
3082,2-9229
3083,5-4043
3084,7-7163
3085,7-2824
3086,6-2973
3087,3-6828
3088,6-7479
3089,1-9267
3090,6-6073
3091,3-7081
3092,6-3733
3093,5-2064
3094,1-4341
3095,1-2573
3096,8-4412
3097,5-6674
3098,1-8034
3099,7-9317
3100,1-8187
3101,7-2631
3102,3-4308
3103,5-6552
3104,7-5890
3105,4-9876
3106,7-6422
3107,6-3422
3108,8-2288
3109,5-8738
3110,2-0681
3111,4-0341
3112,1-0684
3113,2-4542
3114,4-4090
3115,6-3125
3116,2-7262
3117,2-8773
3118,4-5435
3119,7-3805
3120,2-6559
3121,3-7655
3122,3-2914
3123,8-9893
3124,1-6876
3125,3-7288
3126,8-9512
3127,3-7143
3128,1-4762
3129,4-0687
3130,4-9033
3131,1-1750
3132,3-9315
3133,3-2288
3134,6-8864
3135,3-4600
3136,5-5746
3137,7-4277
3138,1-8952
3139,8-3193
3140,5-0411
3141,7-3112
3142,5-6987
3143,4-2507
3144,4-5527
3145,1-5803
3146,1-7237
3147,4-6095
3148,1-8312
3149,1-9921
3150,5-1623
3151,5-2211
3152,1-2132
3153,3-1908
3154,1-7092
3155,1-8749
3156,6-7292
3157,5-4742
3158,7-1838
3159,3-0080
3160,6-9202
3161,2-4660
3162,1-2247
3163,5-4463
3164,3-0106
3165,2-5854
3166,5-8157
3167,1-3109
3168,1-3733
3169,5-5808
3170,5-4913
3171,1-8409
3172,8-0006
3173,8-4535
3174,2-9413
3175,7-8490
3176,4-9533
3177,6-6756
3178,8-1846
3179,1-9610
3180,3-0592
3181,8-9182
3182,7-4495
3183,8-6914
3184,1-7464
3185,1-8935
3186,4-6125
3187,8-2779
3188,8-0587
3189,8-9230
3190,7-6025
3191,2-0558
3192,5-6133
3193,1-4068
3194,7-8037
3195,2-7766
3196,8-6844
3197,7-1755
3198,2-1929
3199,1-9037
3200,8-3090
3201,5-8654
3202,1-6764
3203,2-9099
3204,2-5420
3205,5-9908
3206,1-7495
3207,4-1516
3208,8-8598
3209,1-4894
3210,5-9474
3211,7-6393
3212,7-1254
3213,7-6421
3214,7-2479
3215,6-6241
3216,2-4766
3217,6-6290
3218,1-7374
3219,6-5817
3220,3-5626
3221,8-8441
3222,7-3463
3223,5-2647
3224,8-4007
3225,8-9228
3226,5-7513
3227,5-6998
3228,2-5904
3229,2-0060
3230,6-8995
3231,5-1388
3232,3-3328
3233,1-7023
3234,6-9051
3235,2-2404
3236,2-8683
3237,1-2537
3238,8-4195
3239,6-6136
3240,6-8902
3241,8-5140
3242,2-4159
3243,3-8580
3244,1-7322
3245,6-2588
3246,2-7369
3247,8-7307
3248,4-5222
3249,3-0689
3250,6-4405
3251,3-5433
3252,2-9284
3253,5-0815
3254,6-2172
3255,3-5058
3256,8-9715
3257,4-4560
3258,4-5543
3259,7-9505
3260,7-9176
3261,5-5403
3262,7-6896
3263,3-6246
3264,3-4102
3265,8-4282
3266,5-0729
3267,2-5926
3268,7-5468
3269,4-0513
3270,3-3412
3271,5-5207
3272,3-5786
3273,5-4017
3274,8-4772
3275,1-4218
3276,1-4165
3277,4-7809
3278,7-9608
3279,3-5108
3280,3-0966
3281,2-0930
3282,5-3651
3283,2-5268
3284,6-3585
3285,6-4346
3286,6-6336
3287,3-2221
3288,1-8206
3289,6-8255
3290,2-3057
3291,2-3786
3292,5-9490
3293,2-9305
3294,1-1759
3295,4-0556
3296,5-9415
3297,1-9855
3298,2-2551
3299,1-4657
3300,2-8836
3301,4-0428
3302,3-5319
3303,2-2428
3304,1-5345
3305,7-6447
3306,8-7566
3307,1-3858
3308,5-2831
3309,4-1826
3310,6-8123
3311,6-4724
3312,5-8282
3313,8-7653
3314,3-9045
3315,8-4830
3316,5-5977
3317,8-6381
3318,5-1093
3319,7-1174
3320,5-1519
3321,7-5403
3322,1-6199
3323,5-8545
3324,1-7760
3325,8-8984
3326,2-2645
3327,8-2256
3328,3-1170
3329,6-0383
3330,3-2559
3331,3-8193
3332,2-3673
3333,5-5778
3334,8-1932
3335,2-7684
3336,5-8360
3337,4-1597
3338,7-7643
3339,8-7402
3340,2-7678
3341,4-3558
3342,4-2593
3343,5-1382
3344,5-1681
3345,2-3995
3346,6-7055
3347,3-2215
3348,1-2295
3349,6-9638
3350,1-5381
3351,8-4320
3352,5-0088
3353,4-1874
3354,7-4137
3355,4-4446
3356,1-5964
3357,7-4222
3358,2-0448
3359,8-4330
3360,8-4034
3361,4-8870
3362,4-5714
3363,7-9625
3364,7-3155
3365,5-6219
3366,7-7759
3367,2-9234
3368,2-3863
3369,7-6415
3370,1-5959
3371,3-7547
3372,5-3372
3373,5-2124
3374,1-3344
3375,5-2275
3376,8-0729
3377,3-8547
3378,8-6179
3379,6-8717
3380,8-5394
3381,7-1115
3382,1-3001
3383,7-6785
3384,5-7169
3385,6-9260
3386,1-3722
3387,1-2500
3388,5-7390
3389,2-0934
3390,8-2175
3391,6-7586
3392,3-1982
3393,3-8919
3394,6-6585
3395,5-6041
3396,1-1188
3397,4-3219
3398,7-8889
3399,4-3443
3400,4-6365
3401,4-1662
3402,2-3452
3403,3-4548
3404,4-3511
3405,8-0345
3406,7-5442
3407,2-5448
3408,6-2790
3409,8-0910
3410,8-9711
3411,5-6909
3412,8-2845
3413,3-7206
3414,6-6630
3415,5-2316
3416,8-1987
3417,6-5666
3418,3-5917
3419,2-9769
3420,7-4698
3421,6-0282
3422,4-3415
3423,3-5707
3424,3-0933
3425,6-9018
3426,8-8625
3427,1-2063
3428,8-0651
3429,8-4177
3430,2-2844
3431,6-5160
3432,1-2053
3433,2-5761
3434,2-8548
3435,5-7294
3436,7-0416
3437,7-3892
3438,3-8838
3439,6-2470
3440,1-5715
3441,2-4007
3442,7-5459
3443,8-4008
3444,2-2197
3445,5-0865
3446,7-6065
3447,5-1157
3448,5-2865
3449,5-3687
3450,1-7012
3451,7-6174
3452,8-3197
3453,6-3373
3454,8-5313
3455,7-9282
3456,5-5122
3457,8-8810
3458,8-1981
3459,5-6622
3460,8-8248
3461,4-5647
3462,6-0216
3463,8-9570
3464,6-1431
3465,4-4962
3466,7-2487
3467,2-8236
3468,4-8341
3469,8-4175
3470,3-2213
3471,6-4314
3472,6-3775
3473,5-6932
3474,3-3616
3475,7-8614
3476,1-0980
3477,2-2570
3478,3-6182
3479,1-7617
3480,1-1485
3481,4-7649
3482,8-4216
3483,4-8772
3484,3-5072
3485,7-2049
3486,6-7640
3487,6-0693
3488,6-7813
3489,3-5309
3490,6-6956
3491,6-8882
3492,3-8284
3493,4-5161
3494,8-7263
3495,4-0267
3496,2-7928
3497,4-0886
3498,8-4490
3499,4-9098
3500,4-0385
3501,7-9539
3502,6-6547
3503,2-9512
3504,1-8480
3505,8-7710
3506,6-7846
3507,2-6936
3508,3-1910
3509,4-2983
3510,7-8875
3511,4-8229
3512,4-5601
3513,2-2695
3514,5-8234
3515,6-6203
3516,2-3484
3517,3-5903
3518,7-0638
3519,1-4036
3520,3-5333
3521,3-1300
3522,7-0939
3523,6-2750
3524,8-2417
3525,7-7401
3526,5-6913
3527,2-4651
3528,8-2248
3529,4-5210
3530,3-5414
3531,8-0470
3532,4-8752
3533,3-8098
3534,2-4504
3535,2-2699
3536,2-7837
3537,8-2123
3538,7-7397
3539,8-9235
3540,5-3035
3541,3-4974
3542,6-4851
3543,8-7311
3544,7-1752
3545,3-2866
3546,4-6740
3547,2-9277
3548,7-6503
3549,5-6549
3550,5-9282
3551,7-6411
3552,4-7916
3553,1-8320
3554,1-0832
3555,1-4351
3556,4-5123
3557,2-3358
3558,1-6919
3559,6-9917
3560,3-0363
3561,8-6267
3562,7-6673
3563,1-1979
3564,6-4260
3565,7-2155
3566,7-3507
3567,4-7992
3568,4-1095
3569,2-1792
3570,6-2475
3571,2-1760
3572,1-2261
3573,5-2438
3574,3-0040
3575,7-4555
3576,1-8798
3577,6-8630
3578,5-7542
3579,7-4228
3580,8-8445
3581,2-9252
3582,1-7423
3583,8-5274
3584,8-5753
3585,1-9345
3586,2-3350
3587,7-2639
3588,1-7231
3589,8-6568
3590,1-6103
3591,3-0583
3592,2-4338
3593,5-7207
3594,2-9282
3595,4-7839
3596,2-3063
3597,6-3336
3598,8-9030
3599,5-1561
3600,2-9154
3601,6-5897
3602,4-1046
3603,1-1378
3604,6-7238
3605,6-8539
3606,5-3107
3607,4-2582
3608,8-3546
3609,8-6227
3610,4-4256
3611,6-5718
3612,8-7550
3613,1-8413
3614,1-4576
3615,2-8877
3616,1-3405
3617,4-0293
3618,1-7456
3619,8-5653
3620,7-0462
3621,2-6930
3622,4-3294
