,lead
1874,1-4725
1875,2-4276
1876,3-1475
1877,4-2497
1878,8-6658
1879,1-9033
1880,7-4767
1881,5-5613
1882,8-8540
1883,7-2074
1884,3-3332
1885,8-3789
1886,7-8333
1887,3-1353
1888,4-9477
1889,4-3112
1890,4-0045
1891,3-4711
1892,3-7044
1893,1-0414
1894,5-8954
1895,6-1101
1896,1-7018
1897,6-5965
1898,3-7289
1899,5-0262
1900,2-5685
1901,8-7088
1902,2-0865
1903,1-0155
1904,1-7201
1905,3-8845
1906,5-6429
1907,2-2432
1908,3-3540
1909,8-6964
1910,8-3860
1911,8-5475
1912,3-4946
1913,8-2463
1914,7-4360
1915,7-1635
1916,7-0234
1917,6-8837
1918,2-6802
1919,7-9146
1920,3-4088
1921,7-8757
1922,2-6063
1923,1-0406
1924,6-5317
1925,3-9024
1926,3-5468
1927,5-3813
1928,4-4618
1929,4-3318
1930,6-1062
1931,6-9782
1932,7-6777
1933,6-9396
1934,5-0055
1935,8-0224
1936,4-1653
1937,2-9126
1938,5-8762
1939,5-1452
1940,5-9058
1941,7-0292
1942,4-7343
1943,1-5258
1944,5-1874
1945,5-8544
1946,1-3771
1947,1-6984
1948,3-8067
1949,1-7807
1950,1-2563
1951,5-4357
1952,4-5767
1953,1-2630
1954,8-8221
1955,2-6657
1956,6-8810
1957,8-2088
1958,5-7280
1959,1-2526
1960,6-3766
1961,2-4702
1962,3-1022
1963,8-8952
1964,6-7733
1965,8-8215
1966,8-0292
1967,4-6114
1968,1-1693
1969,6-6764
1970,1-6275
1971,8-4339
1972,2-9221
1973,6-6157
1974,2-6911
1975,1-5802
1976,6-6568
1977,1-0477
1978,8-0982
1979,7-5050
1980,6-1606
1981,4-5720
1982,1-4320
1983,3-9566
1984,8-3171
1985,6-4996
1986,3-1803
1987,4-4456
1988,5-8569
1989,6-0224
1990,8-1749
1991,2-0079
1992,2-5521
1993,3-6542
1994,5-4361
1995,3-9613
1996,5-7721
1997,2-3450
1998,1-3164
1999,8-0656
2000,1-4455
2001,3-8815
2002,2-0426
2003,7-2397
2004,2-8283
2005,4-5899
2006,2-5886
2007,8-8015
2008,6-3208
2009,4-4241
2010,7-5116
2011,7-5444
2012,5-0275
2013,6-2229
2014,4-1479
2015,7-7175
2016,3-1404
2017,2-0906
2018,5-6472
2019,2-1124
2020,5-3455
2021,6-6727
2022,4-5454
2023,1-6908
2024,8-3120
2025,5-9519
2026,4-0525
2027,7-7484
2028,1-5230
2029,3-5660
2030,6-8707
2031,7-4863
2032,1-7793
2033,3-4382
2034,4-4323
2035,5-2583
2036,1-9396
2037,1-8667
2038,1-8226
2039,4-4267
2040,1-8210
2041,7-4102
2042,2-6337
2043,4-3605
2044,1-1258
2045,2-8888
2046,2-7561
2047,5-9239
2048,8-4770
2049,8-7968
2050,7-4300
2051,6-3771
2052,5-2900
2053,8-7404
2054,4-4816
2055,6-8030
2056,5-9003
2057,6-9982
2058,7-7972
2059,8-9692
2060,3-3567
2061,8-7845
2062,1-2714
2063,6-7956
2064,1-3731
2065,6-4161
2066,4-2088
2067,5-2565
2068,7-4889
2069,8-9267
2070,7-0270
2071,4-7036
2072,8-5461
2073,7-2253
2074,5-6795
2075,8-6757
2076,2-5078
2077,6-9657
2078,3-8132
2079,4-0179
2080,4-2988
2081,4-0542
2082,3-3883
2083,7-8753
2084,7-4271
2085,3-4505
2086,5-6165
2087,6-3299
2088,4-5258
2089,8-5129
2090,2-2784
2091,6-6955
2092,7-4992
2093,7-6101
2094,7-2654
2095,2-6103
2096,4-4402
2097,2-8258
2098,3-7183
2099,1-8927
2100,2-3932
2101,6-9960
2102,6-7867
2103,7-3705
2104,2-4945
2105,8-3913
2106,8-8978
2107,6-0433
2108,1-0008
2109,8-1411
2110,1-2480
2111,8-8858
2112,3-0272
2113,5-6120
2114,4-8183
2115,3-3777
2116,6-3062
2117,1-6067
2118,3-5697
2119,7-1491
2120,3-2933
2121,4-0857
2122,8-6856
2123,4-8340
2124,6-6389
2125,5-3933
2126,2-3677
2127,4-9167
2128,5-9324
2129,1-4359
2130,6-6813
2131,3-6156
2132,7-7055
2133,2-1696
2134,7-1787
2135,4-5390
2136,2-5229
2137,6-2586
2138,1-8567
2139,5-1801
2140,3-4715
2141,1-8063
2142,5-2508
2143,1-9304
2144,2-2232
2145,5-8815
2146,7-3230
2147,6-5911
2148,7-7907
2149,6-5192
2150,6-2928
2151,7-2092
2152,5-8374
2153,5-0213
2154,1-5985
2155,2-6506
2156,3-4506
2157,7-1342
2158,2-9774
2159,5-0253
2160,1-8585
2161,8-7571
2162,5-4407
2163,7-3672
2164,3-7243
2165,1-0632
2166,4-4469
2167,6-1557
2168,2-4345
2169,5-3903
2170,1-4102
2171,8-8034
2172,6-4050
2173,3-4617
2174,1-2327
2175,5-5942
2176,4-6330
2177,1-6500
2178,5-2116
2179,1-3251
2180,6-4393
2181,2-0062
2182,3-9629
2183,4-8166
2184,1-0975
2185,3-7516
2186,4-2063
2187,6-6347
2188,5-9162
2189,5-0699
2190,6-2261
2191,5-4405
2192,5-6426
2193,4-1367
2194,4-1557
2195,8-2996
2196,3-0042
2197,5-6039
2198,1-4474
2199,8-4474
2200,1-9391
2201,1-6731
2202,4-2523
2203,8-1036
2204,6-6858
2205,8-7877
2206,8-7515
2207,1-2990
2208,4-5482
2209,6-3926
2210,8-5405
2211,4-9932
2212,5-9710
2213,8-8763
2214,7-4892
2215,5-7395
2216,8-4689
2217,5-4915
2218,1-1319
2219,7-6088
2220,6-9249
2221,1-9136
2222,8-7547
2223,5-0863
2224,6-4111
2225,5-6262
2226,5-9517
2227,4-6078
2228,2-5964
2229,3-8112
2230,5-3083
2231,7-4054
2232,4-3315
2233,3-9361
2234,4-9016
2235,5-7966
2236,6-8606
2237,8-5910
2238,6-0769
2239,7-1872
2240,1-9784
2241,2-0832
2242,1-4975
2243,7-8105
2244,1-0511
2245,8-1447
2246,5-8174
2247,1-0773
2248,7-6138
2249,5-0160
2250,8-4509
2251,2-7148
2252,8-2486
2253,4-9716
2254,7-9408
2255,7-9028
2256,8-2034
2257,2-6768
2258,1-3279
2259,1-9411
2260,5-5649
2261,6-9287
2262,8-9065
2263,1-9287
2264,5-9942
2265,5-2443
2266,7-8375
2267,5-3136
2268,1-5777
2269,3-1817
2270,6-9343
2271,1-8301
2272,1-0530
2273,3-0956
2274,7-2481
2275,3-9469
2276,5-2421
2277,7-2083
2278,5-5688
2279,3-2104
2280,2-0745
2281,6-1410
2282,3-7943
2283,1-4480
2284,8-5317
2285,2-4067
2286,2-3684
2287,5-3023
2288,6-3904
2289,6-2904
2290,5-3018
2291,3-7508
2292,6-1081
2293,8-3203
2294,3-6713
2295,2-0518
2296,6-3934
2297,4-0098
2298,1-8868
2299,8-2624
2300,1-3983
2301,4-7625
2302,3-5720
2303,4-1524
2304,6-0909
2305,2-1853
2306,4-5076
2307,4-4802
2308,8-4393
2309,1-9898
2310,6-1894
2311,3-1645
2312,5-6870
2313,2-3532
2314,4-2016
2315,4-8849
2316,4-4896
2317,5-9383
2318,1-9879
2319,3-8991
2320,1-1610
2321,6-6090
2322,7-8586
2323,4-5427
2324,2-7237
2325,2-3330
2326,3-6896
2327,3-2823
2328,5-5112
2329,1-3177
2330,6-5940
2331,5-5553
2332,1-4688
2333,1-2013
2334,5-0340
2335,2-6698
2336,6-1571
2337,3-4508
2338,2-5329
2339,7-6213
2340,6-4159
2341,5-3024
2342,7-6877
2343,2-7187
2344,7-0087
2345,3-4706
2346,6-3826
2347,5-3887
2348,1-9914
2349,7-7150
2350,8-9794
2351,3-9943
2352,1-1990
2353,2-7510
2354,6-1504
2355,5-2631
2356,2-8705
2357,8-6216
2358,3-2907
2359,5-5324
2360,7-2441
2361,6-7762
2362,8-1424
2363,2-0658
2364,4-3262
2365,6-0263
2366,6-1790
2367,4-2904
2368,7-2784
2369,7-2601
2370,5-8187
2371,1-5411
2372,1-7359
2373,6-5737
2374,3-7189
2375,7-1194
2376,2-0289
2377,8-4732
2378,5-5705
2379,1-5362
2380,4-5786
2381,1-7354
2382,2-5767
2383,7-3081
2384,2-4340
2385,3-2267
2386,2-4948
2387,6-8668
2388,5-2105
2389,5-5676
2390,8-0955
2391,8-2618
2392,4-2806
2393,3-2124
2394,6-1412
2395,8-1180
2396,4-0191
2397,7-8995
2398,3-5489
2399,8-2316
2400,2-4989
2401,4-2596
2402,7-3372
2403,8-3067
2404,1-5143
2405,3-4247
2406,2-5460
2407,2-2665
2408,7-4534
2409,5-1352
2410,5-0197
2411,1-3499
2412,8-7867
2413,8-1207
2414,2-3295
2415,6-8233
2416,8-4492
2417,6-6909
2418,2-5736
2419,6-4969
2420,2-3919
2421,4-7832
2422,1-5145
2423,7-1126
2424,8-6128
2425,7-8998
2426,3-9791
2427,4-6430
2428,4-2801
2429,3-2485
2430,4-7939
2431,7-7084
2432,1-3096
2433,6-2505
2434,7-2476
2435,4-1587
2436,5-4585
2437,4-6365
2438,1-9545
2439,6-9213
2440,6-8935
2441,5-6964
2442,4-6043
2443,5-9872
2444,3-3480
2445,6-0162
2446,5-6707
2447,8-6770
2448,6-3187
2449,4-2640
2450,5-9390
2451,8-5050
2452,3-4027
2453,2-2813
2454,3-9423
2455,2-9388
2456,6-8921
2457,4-5709
2458,2-3012
2459,1-6382
2460,5-5692
2461,5-2706
2462,6-7696
2463,6-1563
2464,2-3017
2465,8-8738
2466,8-3450
2467,3-3366
2468,4-1957
2469,3-8043
2470,7-6622
2471,4-0762
2472,4-1022
2473,6-0736
2474,4-5352
2475,1-3615
2476,3-4942
2477,7-2649
2478,4-9206
2479,4-9735
2480,2-3010
2481,3-3375
2482,3-9251
2483,3-8762
2484,7-1473
2485,6-0808
2486,7-6200
2487,3-8140
2488,8-1399
2489,6-0305
2490,6-9355
2491,8-0988
2492,1-0191
2493,4-7921
2494,4-0410
2495,5-1654
2496,3-5946
2497,5-0755
2498,1-9266
2499,3-9667
2500,8-1309
2501,1-9221
2502,8-7000
2503,5-5139
2504,6-3086
2505,4-3853
2506,7-1312
2507,8-5024
2508,7-2100
2509,6-7240
2510,7-7011
2511,2-0022
2512,7-5790
2513,5-2894
2514,2-2279
2515,8-1303
2516,3-1647
2517,5-6532
2518,7-2989
2519,3-0177
2520,7-9242
2521,8-7083
2522,2-8903
2523,2-3329
2524,1-3691
2525,8-2195
2526,3-1596
2527,1-4570
2528,2-0259
2529,5-0297
2530,3-3571
2531,7-6158
2532,1-6830
2533,6-6663
2534,6-7209
2535,2-0018
2536,1-7121
2537,8-9594
2538,4-5857
2539,1-7275
2540,2-8152
2541,2-8307
2542,6-9453
2543,2-2173
2544,8-4792
2545,8-2540
2546,5-1613
2547,8-1587
2548,4-0407
2549,6-4928
2550,6-1720
2551,1-8383
2552,5-0002
2553,1-5310
2554,2-9802
2555,5-0900
2556,1-9375
2557,7-2183
2558,8-9885
2559,1-3881
2560,7-8171
2561,2-6422
2562,5-0056
2563,2-1575
2564,7-0504
2565,7-1599
2566,3-8369
2567,5-9675
2568,4-7557
2569,8-0486
2570,7-5284
2571,6-5150
2572,3-1148
2573,8-3746
2574,8-3351
2575,3-1788
2576,1-4033
2577,6-3273
2578,7-0224
2579,7-9141
2580,7-8815
2581,1-5740
2582,1-4176
2583,6-6244
2584,4-0195
2585,2-4737
2586,5-3566
2587,4-2626
2588,1-3927
2589,7-7689
2590,5-4242
2591,7-6288
2592,3-4244
2593,7-0202
2594,3-7037
2595,6-1129
2596,2-6748
2597,1-6083
2598,2-5262
2599,3-6497
2600,1-7140
2601,4-5272
2602,4-4477
2603,4-4845
2604,5-4608
2605,3-3804
2606,6-2840
2607,3-7093
2608,2-2909
2609,1-6515
2610,5-8720
2611,8-8432
2612,6-4699
2613,1-3108
2614,3-9128
2615,5-9848
2616,2-5782
2617,6-8971
2618,3-8736
2619,2-2692
2620,3-7789
2621,6-1515
2622,5-4135
2623,5-1601
2624,1-8122
2625,2-2268
2626,7-7898
2627,5-8917
2628,2-1433
2629,1-0884
2630,3-8177
2631,5-2488
2632,8-6065
2633,6-4203
2634,3-5964
2635,2-0889
2636,2-5471
2637,7-8595
2638,3-7606
2639,5-7108
2640,2-5316
2641,5-6819
2642,6-5197
2643,1-9698
2644,6-3815
2645,8-6761
2646,5-9801
2647,3-1858
2648,7-7674
2649,7-1434
2650,6-8918
2651,3-5115
2652,6-9088
2653,1-8586
2654,5-4573
2655,5-7396
2656,3-1277
2657,6-8201
2658,5-2045
2659,8-4802
2660,6-2239
2661,5-4629
2662,4-4415
2663,5-2548
2664,1-7920
2665,5-3972
2666,8-9050
2667,6-4655
2668,1-1647
2669,6-5307
2670,3-1558
2671,7-4484
2672,1-3849
2673,4-5004
2674,5-6210
2675,1-7911
2676,4-0184
2677,3-1924
2678,4-8901
2679,4-9741
2680,8-2383
2681,5-6552
2682,3-6984
2683,7-8673
2684,1-7779
2685,5-4353
2686,8-1971
2687,3-6133
2688,2-7399
2689,7-8356
2690,1-8632
2691,7-1572
2692,5-2828
2693,5-8291
2694,6-0372
2695,2-7547
2696,1-9606
2697,5-8441
2698,5-9011
2699,8-3335
2700,8-0856
2701,8-3616
2702,7-7778
2703,4-2746
2704,2-9825
2705,5-5403
2706,1-0255
2707,1-0656
2708,5-9032
2709,7-6094
2710,8-8537
2711,1-0683
2712,6-4006
2713,6-3500
2714,3-7218
2715,3-1757
2716,8-6443
2717,6-4658
2718,1-1195
2719,3-7194
2720,4-8386
2721,2-3446
2722,3-4810
2723,4-3521
2724,1-5554
2725,6-0822
2726,7-1974
2727,3-2754
2728,4-8221
2729,6-8894
2730,8-3940
2731,8-9385
2732,2-2717
2733,5-3373
2734,6-5876
2735,1-7471
2736,4-1239
2737,4-3220
2738,6-6561
2739,8-3430
2740,7-8392
2741,3-9725
2742,4-5517
2743,1-0130
2744,2-2181
2745,7-7407
2746,8-2846
2747,4-6179
2748,6-8153
2749,8-1276
2750,7-3714
2751,5-1747
2752,4-4380
2753,7-0207
2754,1-2014
2755,1-9151
2756,3-4663
2757,2-8472
2758,1-5103
2759,5-8426
2760,8-4704
2761,3-8694
2762,4-9892
2763,8-3564
2764,4-8431
2765,2-9449
2766,1-1675
2767,4-0127
2768,6-4398
2769,7-2506
2770,8-3319
2771,5-9898
2772,7-0161
2773,1-4178
2774,3-2920
2775,3-0757
2776,6-2986
2777,1-7498
2778,5-7891
2779,3-7251
2780,8-2697
2781,2-7446
2782,3-4676
2783,4-8818
2784,8-7124
2785,4-3566
2786,3-9874
2787,6-9275
2788,7-0397
2789,3-9507
2790,6-5742
2791,5-5192
2792,1-3176
2793,7-4363
2794,2-0678
2795,4-4672
2796,8-8253
2797,8-9775
2798,1-1749
2799,7-2978
2800,6-2298
2801,1-4085
2802,1-9789
2803,4-7604
2804,8-5816
2805,2-9339
2806,6-1508
2807,7-5634
2808,4-6363
2809,7-5975
2810,3-0004
2811,8-5501
2812,1-0428
2813,6-9428
2814,8-8611
2815,2-6487
2816,2-7819
2817,7-7879
2818,7-9433
2819,2-6404
2820,1-1848
2821,4-2687
2822,3-5438
2823,4-4598
2824,6-1360
2825,5-7436
2826,6-6330
2827,3-4137
2828,6-1331
2829,4-1591
2830,2-6347
2831,4-8223
2832,7-2174
2833,3-0352
2834,7-1424
2835,1-7737
2836,5-2195
2837,8-0046
2838,8-6122
2839,4-3807
2840,2-6132
2841,7-1903
2842,4-2578
2843,6-3613
2844,1-1742
2845,3-5892
2846,6-0885
2847,5-9718
2848,1-6862
2849,4-4112
2850,1-7045
2851,1-1059
2852,2-9183
2853,2-5352
2854,4-4226
2855,3-4994
2856,7-9372
2857,2-5234
2858,1-6933
2859,5-7575
2860,1-2379
2861,7-0082
2862,5-3641
2863,6-1200
2864,5-1545
2865,6-6593
2866,8-2747
2867,1-8300
2868,8-0774
2869,4-7801
2870,8-9508
2871,8-4813
2872,7-7254
2873,3-3416
2874,2-0942
2875,8-9044
2876,2-5494
2877,2-6232
2878,4-2294
2879,1-1564
2880,5-4902
2881,1-1127
2882,3-3473
2883,4-5960
2884,2-8957
2885,2-5784
2886,6-3341
2887,7-6561
2888,6-7108
2889,6-3555
2890,8-5222
2891,4-7433
2892,4-3185
2893,6-7298
2894,6-9586
2895,7-7080
2896,5-4941
2897,5-5084
2898,1-0210
2899,6-2031
2900,8-3090
2901,4-2067
2902,1-7704
2903,5-6364
2904,5-2733
2905,6-0218
2906,6-6199
2907,6-3543
2908,1-6358
2909,5-5308
2910,3-3907
2911,1-0021
2912,2-0398
2913,1-2886
2914,8-0353
2915,6-7045
2916,1-0219
2917,1-2000
2918,7-7126
2919,5-1338
2920,4-8616
2921,8-5650
2922,3-1308
2923,4-0940
2924,5-5445
2925,8-1114
2926,7-2723
2927,4-9532
2928,4-1032
2929,2-1840
2930,1-4698
2931,4-6538
2932,8-6221
2933,6-0747
2934,7-2545
2935,3-3117
2936,8-3973
2937,8-3965
2938,4-4435
2939,7-5430
2940,3-6821
2941,2-5121
2942,8-7625
2943,8-1422
2944,4-2454
2945,5-1414
2946,8-5969
2947,4-8358
2948,7-8193
2949,3-6282
2950,3-7914
2951,4-4319
2952,8-7599
2953,3-0328
2954,3-0356
2955,6-1682
2956,5-1740
2957,3-0875
2958,6-7708
2959,7-6330
2960,4-7570
2961,6-8708
2962,5-2978
2963,8-7528
2964,2-5610
2965,6-6075
2966,1-5361
2967,4-8395
2968,4-6361
2969,3-1635
2970,7-3172
2971,6-5729
2972,7-9258
2973,6-7747
2974,4-0544
2975,6-6903
2976,3-4619
2977,7-9725
2978,8-0659
2979,7-3028
2980,8-8251
2981,8-7665
2982,6-0282
2983,1-6107
2984,2-4053
2985,7-2336
2986,2-1661
2987,8-6403
2988,5-1887
2989,4-9975
2990,5-3117
2991,2-3721
2992,8-3607
2993,6-4834
2994,2-1110
2995,2-9940
2996,1-2752
2997,8-1463
2998,6-2177
2999,7-5402
3000,8-8545
3001,7-1580
3002,7-8948
3003,8-3469
3004,3-9433
3005,8-0021
3006,5-8713
3007,4-4885
3008,4-5595
3009,4-7580
3010,8-2526
3011,1-1307
3012,8-1273
3013,6-9589
3014,7-1110
3015,5-2296
3016,6-3437
3017,6-9247
3018,1-9089
3019,4-6669
3020,5-1035
3021,3-6056
3022,3-0058
3023,3-0063
3024,6-5112
3025,8-2170
3026,7-8912
3027,5-6797
3028,3-9603
3029,3-8017
3030,2-8412
3031,6-5311
3032,2-7084
3033,3-9018
3034,3-6935
3035,5-8515
3036,7-7775
3037,6-7301
3038,5-6408
3039,1-7858
3040,1-4319
3041,1-5768
3042,6-3694
3043,8-9265
3044,5-7372
3045,3-7167
3046,7-0535
3047,8-6484
3048,3-4843
3049,1-6737
3050,7-9255
3051,3-8795
3052,8-8742
3053,5-9326
3054,6-1722
3055,4-3062
3056,5-2992
3057,3-6765
3058,2-0449
3059,5-5506
3060,6-7117
3061,2-2694
3062,2-2895
3063,1-0835
3064,7-8088
3065,5-1778
3066,5-1753
3067,3-0800
3068,2-2982
3069,1-6723
3070,2-4559
3071,5-1319
3072,1-8755
3073,3-0242
3074,4-3106
3075,6-2070
3076,1-0954
3077,8-9673
3078,7-6733
3079,7-9773
3080,1-1923
3081,5-6544
3082,2-9302
3083,4-4305
3084,3-6571
3085,1-6941
3086,3-3061
3087,7-6842
3088,2-3683
3089,7-5398
3090,6-9312
3091,1-0274
3092,7-1554
3093,6-0026
3094,6-5427
3095,6-2631
3096,3-0040
3097,5-8044
3098,5-0307
3099,1-3985
3100,2-0116
3101,4-7022
3102,4-2376
3103,7-5495
3104,3-9459
3105,6-8794
3106,5-6179
3107,3-7086
3108,8-5005
3109,3-9450
3110,5-1001
3111,8-0633
3112,7-7041
3113,2-6994
3114,5-4048
3115,2-1659
3116,6-2254
3117,6-2537
3118,6-9451
3119,6-7355
3120,3-4702
3121,7-9722
3122,3-3023
3123,1-1015
3124,2-2998
3125,5-9231
3126,4-9699
3127,8-9355
3128,7-4854
3129,6-3105
3130,1-0347
3131,1-6700
3132,8-7055
3133,4-8413
3134,4-5230
3135,2-7129
3136,2-5176
3137,3-5768
3138,7-2987
3139,1-7677
3140,1-2157
3141,6-0092
3142,3-8924
3143,6-7736
3144,6-9476
3145,1-2884
3146,7-9891
3147,1-4066
3148,6-2876
3149,4-4463
3150,6-0817
3151,3-1658
3152,8-2808
3153,7-7669
3154,2-3269
3155,4-4737
3156,5-9008
3157,6-4593
3158,7-9234
3159,4-2203
3160,7-9862
3161,7-5255
3162,8-1985
3163,8-4476
3164,7-6934
3165,4-4376
3166,5-3999
3167,2-1820
3168,2-4909
3169,8-1662
3170,2-4701
3171,2-6280
3172,8-5723
3173,7-0419
3174,5-5967
3175,2-6737
3176,5-5975
3177,7-5848
3178,4-5711
3179,2-9537
3180,7-6588
3181,2-0496
3182,8-6024
3183,8-2753
3184,7-9919
3185,2-0456
3186,6-4726
3187,4-8323
3188,6-0587
3189,2-5477
3190,6-3736
3191,7-3176
3192,7-2935
3193,3-7431
3194,4-1636
3195,1-1795
3196,7-7773
3197,8-7791
3198,1-4108
3199,6-8393
3200,5-0030
3201,4-3109
3202,5-5870
3203,3-3110
3204,5-0538
3205,2-7930
3206,3-6720
3207,4-2550
3208,5-4443
3209,4-3932
3210,8-2255
3211,3-3159
3212,1-1256
3213,3-6667
3214,2-4063
3215,5-4709
3216,6-5670
3217,6-4422
3218,1-1945
3219,3-6326
3220,5-6545
3221,8-4869
3222,5-9391
3223,3-5694
3224,6-4013
3225,6-8909
3226,4-6300
3227,2-0368
3228,4-4291
3229,7-7966
3230,3-6689
3231,5-7965
3232,2-9647
3233,2-4931
3234,5-1666
3235,5-6611
3236,4-0017
3237,5-5725
3238,6-1113
3239,6-6130
3240,2-6540
3241,3-0887
3242,1-6120
3243,6-3767
3244,6-2918
3245,3-8721
3246,2-1590
3247,8-2349
3248,8-4888
3249,4-2643
3250,8-4158
3251,1-0797
3252,8-6498
3253,4-8621
3254,8-1168
3255,8-8515
3256,3-0928
3257,5-8256
3258,3-3598
3259,2-9407
3260,2-7337
3261,7-9101
3262,3-1286
3263,2-4549
3264,3-1446
3265,2-6255
3266,2-4350
3267,7-7960
3268,7-6528
3269,6-9033
3270,6-2752
3271,8-3341
3272,7-1987
3273,7-6541
3274,8-0497
3275,2-0553
3276,2-1414
3277,3-9589
3278,8-1772
3279,7-7129
3280,8-7532
3281,1-8010
3282,8-5329
3283,3-9136
3284,6-4390
3285,5-3874
3286,7-1944
3287,6-4708
3288,6-3129
3289,5-3837
3290,2-5941
3291,5-4255
3292,8-7491
3293,7-8847
3294,3-5962
3295,4-3083
3296,8-9165
3297,6-1692
3298,8-1064
3299,6-4749
3300,5-3248
3301,8-0455
3302,1-6612
3303,4-8422
3304,8-2332
3305,2-1983
3306,1-1057
3307,6-9473
3308,4-1627
3309,4-9101
3310,7-3136
3311,5-6454
3312,3-5333
3313,8-7776
3314,5-8352
3315,2-3389
3316,4-4040
3317,5-5755
3318,6-3990
3319,7-4437
3320,6-0614
3321,7-4119
3322,1-2057
3323,5-2315
3324,1-8212
3325,5-3864
3326,3-1851
3327,3-8085
3328,1-7654
3329,6-4433
3330,1-0012
3331,3-0132
3332,7-7493
3333,6-1488
3334,3-1374
3335,5-1008
3336,4-4472
3337,1-4953
3338,2-9674
3339,5-8185
3340,2-1697
3341,3-5852
3342,3-5782
3343,8-0433
3344,8-2038
3345,7-1177
3346,6-9068
3347,8-3989
3348,6-0558
3349,1-5631
3350,3-3198
3351,4-5437
3352,8-5546
3353,4-5184
3354,2-8881
3355,3-7617
3356,6-4450
3357,1-7323
3358,7-9984
3359,2-3162
3360,1-8596
3361,8-0874
3362,1-3759
3363,4-0964
3364,8-9619
3365,2-4707
3366,2-3005
3367,5-2432
3368,4-7134
3369,4-6087
3370,8-7499
3371,4-7633
3372,5-9844
3373,6-6467
3374,8-4911
3375,3-2378
3376,8-8712
3377,4-4686
3378,3-0988
3379,5-9335
3380,7-0862
3381,3-7309
3382,1-3953
3383,7-0025
3384,6-1354
3385,5-6847
3386,8-4270
3387,3-4743
3388,4-9130
3389,5-1405
3390,8-7737
3391,4-3430
3392,6-6231
3393,8-9402
3394,4-9164
3395,7-2118
3396,6-9297
3397,6-8886
3398,6-3848
3399,6-6207
3400,6-0787
3401,2-6623
3402,7-4370
3403,6-5505
3404,6-0929
3405,7-7967
3406,2-8129
3407,5-6983
3408,8-2567
3409,4-7206
3410,4-6353
3411,6-5117
3412,3-2884
3413,8-1454
3414,2-6379
3415,5-3288
3416,7-2233
3417,1-3932
3418,6-6423
3419,7-7108
3420,2-7888
3421,3-5857
3422,8-9706
3423,4-5383
3424,3-5368
3425,7-3195
3426,2-6612
3427,6-0523
3428,3-3133
3429,6-8658
3430,4-8811
3431,5-0865
3432,8-6242
3433,5-4428
3434,8-2763
3435,3-0822
3436,8-7121
3437,2-5539
3438,6-7222
3439,1-2633
3440,1-4408
3441,5-8377
3442,1-4784
3443,8-7688
3444,2-8235
3445,4-6336
3446,5-4310
3447,1-1490
3448,3-5663
3449,8-1988
3450,6-0573
3451,2-8570
3452,8-8133
3453,5-6038
3454,1-0239
3455,2-8641
3456,1-4192
3457,2-9472
3458,5-0374
3459,4-1784
3460,8-5162
3461,1-3694
3462,7-4276
3463,2-8444
3464,3-2978
3465,6-5106
3466,7-7757
3467,6-7500
3468,1-4664
3469,5-4668
3470,4-8712
3471,5-0248
3472,2-2821
3473,2-7128
3474,6-0661
3475,4-1360
3476,1-4715
3477,7-3834
3478,5-9034
3479,3-0224
3480,2-4261
3481,2-1109
3482,5-3415
3483,1-0501
3484,3-2506
3485,2-8452
3486,8-8476
3487,3-5105
3488,3-3656
3489,7-2517
3490,3-2937
3491,5-3733
3492,3-1870
3493,1-5414
3494,7-7959
3495,8-9256
3496,3-5065
3497,8-9362
3498,3-0277
3499,2-3333
3500,4-1165
3501,6-5753
3502,1-1698
3503,1-3455
3504,2-5158
3505,3-4657
3506,3-6073
3507,7-9574
3508,7-7942
3509,1-1412
3510,8-3810
3511,6-9199
3512,4-4822
3513,3-4346
3514,3-1354
3515,4-5174
3516,1-7039
3517,2-0326
3518,8-4226
3519,4-9935
3520,3-0463
3521,1-2413
3522,6-8239
3523,1-4191
3524,2-1406
3525,5-1838
3526,4-6253
3527,7-9850
3528,6-0016
3529,1-4346
3530,8-6975
3531,8-7526
3532,2-7130
3533,7-5073
3534,7-7111
3535,2-9797
3536,1-9924
3537,3-9316
3538,2-2307
3539,5-1570
3540,6-3928
3541,4-5023
3542,3-0071
3543,2-4312
3544,7-2323
3545,2-3650
3546,2-2685
3547,2-4679
3548,4-8368
3549,5-1846
3550,1-8693
3551,5-3237
3552,3-5021
3553,5-9927
3554,6-8924
3555,4-9887
3556,4-1937
3557,4-3300
3558,5-4856
3559,6-6418
3560,5-7794
3561,3-2667
3562,6-0888
3563,6-6127
3564,1-7922
3565,6-3913
3566,8-6808
3567,4-3999
3568,6-7965
3569,1-6519
3570,6-0785
3571,6-9025
3572,3-8829
3573,5-3595
3574,4-1158
3575,6-4771
3576,3-1260
3577,6-1934
3578,7-1286
3579,8-2552
3580,1-3610
3581,3-0425
3582,3-8519
3583,7-2311
3584,1-4105
3585,4-0163
3586,2-8164
3587,5-4986
3588,7-6046
3589,2-9787
3590,2-3617
3591,5-5416
3592,8-7674
3593,2-1152
3594,2-7680
3595,6-7501
3596,4-6406
3597,4-2065
3598,5-2686
3599,4-6175
3600,8-0210
3601,2-7921
3602,6-2691
3603,1-0296
3604,7-9597
3605,1-5647
3606,7-2505
3607,2-6928
3608,1-9518
3609,1-9385
3610,4-5937
3611,7-3762
3612,3-7274
3613,8-2580
3614,7-0518
3615,1-1132
3616,1-2246
3617,7-6999
3618,3-9370
3619,1-8111
3620,8-5081
3621,4-6580
3622,6-9602
