,lead
1874,8-3542
1875,4-0309
1876,5-8379
1877,2-3450
1878,1-2650
1879,4-5584
1880,5-9283
1881,7-2709
1882,8-6212
1883,6-0005
1884,4-0028
1885,3-3457
1886,6-8770
1887,1-5014
1888,1-4141
1889,7-1694
1890,7-8511
1891,2-1456
1892,8-9341
1893,6-3692
1894,7-5864
1895,4-9231
1896,2-8055
1897,6-9031
1898,1-1764
1899,1-3711
1900,3-2883
1901,3-2657
1902,5-2806
1903,4-0463
1904,2-6569
1905,5-8854
1906,1-9864
1907,1-3609
1908,6-5504
1909,5-3064
1910,6-8027
1911,3-4818
1912,1-3663
1913,6-0997
1914,5-9605
1915,3-8610
1916,1-9707
1917,3-9543
1918,3-6462
1919,1-5095
1920,6-8294
1921,5-5846
1922,6-0982
1923,1-0689
1924,6-0549
1925,7-7584
1926,4-6157
1927,3-3467
1928,2-0751
1929,5-0686
1930,3-9189
1931,8-3074
1932,2-9458
1933,8-8570
1934,4-4536
1935,2-2253
1936,7-0290
1937,4-5759
1938,4-2784
1939,7-1172
1940,6-6456
1941,3-8877
1942,7-5766
1943,6-8113
1944,7-5092
1945,5-0595
1946,6-9867
1947,5-5819
1948,2-3126
1949,5-9729
1950,1-7464
1951,3-4536
1952,2-7554
1953,4-7148
1954,8-8774
1955,4-7483
1956,5-0549
1957,6-8842
1958,1-3611
1959,7-2749
1960,5-9715
1961,2-5963
1962,5-9127
1963,2-3299
1964,8-9735
1965,3-0492
1966,1-8254
1967,1-9316
1968,8-0932
1969,7-9258
1970,8-2774
1971,1-4682
1972,3-0669
1973,6-7025
1974,8-8587
1975,7-3878
1976,2-7200
1977,1-0832
1978,4-2516
1979,4-0476
1980,6-5249
1981,7-7372
1982,6-1656
1983,7-4744
1984,2-2682
1985,2-8946
1986,2-7498
1987,3-9478
1988,7-7426
1989,7-6055
1990,8-0998
1991,8-8490
1992,4-6891
1993,8-3411
1994,1-2390
1995,5-4814
1996,6-3236
1997,1-8178
1998,4-8455
1999,2-1104
2000,2-7553
2001,4-4051
2002,3-2206
2003,8-6659
2004,2-7855
2005,1-0524
2006,2-3623
2007,4-5603
2008,5-4500
2009,6-5095
2010,7-2546
2011,7-6008
2012,3-9962
2013,5-1578
2014,6-6014
2015,1-0109
2016,5-7406
2017,6-7699
2018,1-7765
2019,4-6602
2020,2-2101
2021,7-8661
2022,3-8133
2023,7-2623
2024,3-5588
2025,5-3385
2026,1-8356
2027,2-4288
2028,5-5524
2029,1-9398
2030,6-5027
2031,6-9445
2032,2-7858
2033,2-3634
2034,7-0666
2035,4-3241
2036,7-1941
2037,2-9441
2038,4-2830
2039,5-1074
2040,6-2671
2041,1-4815
2042,5-8258
2043,7-3385
2044,6-9408
2045,5-0767
2046,2-6605
2047,6-0208
2048,5-5317
2049,2-1101
2050,4-8345
2051,7-7365
2052,4-9171
2053,3-6454
2054,7-5744
2055,8-6768
2056,1-0917
2057,8-3934
2058,3-6343
2059,5-8376
2060,1-5512
2061,3-5423
2062,3-2776
2063,3-9513
2064,8-2005
2065,5-1816
2066,4-6703
2067,5-8269
2068,2-9899
2069,5-3322
2070,4-5049
2071,4-1255
2072,4-5494
2073,3-3793
2074,6-0647
2075,3-6375
2076,5-5185
2077,4-6059
2078,1-8992
2079,6-0409
2080,8-2511
2081,5-6752
2082,6-7270
2083,6-9806
2084,5-2972
2085,1-6975
2086,3-3836
2087,3-5405
2088,7-0970
2089,7-1511
2090,8-0530
2091,4-6482
2092,4-2269
2093,4-5728
2094,2-4233
2095,6-0849
2096,5-9510
2097,6-2015
2098,5-2127
2099,6-2883
2100,3-4033
2101,8-9452
2102,1-2359
2103,4-3865
2104,8-5607
2105,1-2440
2106,4-8213
2107,7-9901
2108,4-6780
2109,5-9138
2110,1-8702
2111,4-1633
2112,1-0688
2113,5-7834
2114,8-4477
2115,6-9605
2116,3-5504
2117,2-9505
2118,3-5353
2119,5-2684
2120,5-8237
2121,7-2557
2122,2-5759
2123,8-5841
2124,4-3115
2125,8-8629
2126,8-8293
2127,5-0133
2128,4-1540
2129,5-8599
2130,5-4516
2131,7-7179
2132,4-3781
2133,8-4545
2134,7-7685
2135,4-4651
2136,7-8324
2137,6-2387
2138,7-1153
2139,4-5109
2140,2-2044
2141,6-3920
2142,7-1199
2143,6-6268
2144,4-4252
2145,3-0226
2146,8-8344
2147,5-9924
2148,6-6989
2149,8-1869
2150,2-2104
2151,1-0404
2152,8-2926
2153,8-6562
2154,6-7726
2155,2-2430
2156,3-9771
2157,7-6343
2158,8-4921
2159,3-8297
2160,8-2051
2161,4-6102
2162,1-5932
2163,5-9199
2164,1-9717
2165,6-3915
2166,5-0462
2167,4-6345
2168,6-1303
2169,5-0455
2170,3-4770
2171,3-7268
2172,3-3068
2173,8-0006
2174,2-2367
2175,1-6339
2176,6-1722
2177,2-7405
2178,3-9052
2179,8-3421
2180,8-5001
2181,5-1288
2182,7-3751
2183,5-1235
2184,8-7429
2185,7-4912
2186,8-4525
2187,1-1179
2188,8-8239
2189,3-9775
2190,5-6074
2191,7-8168
2192,5-9770
2193,6-1490
2194,2-1292
2195,3-2965
2196,5-1217
2197,4-5004
2198,2-3820
2199,7-7444
2200,3-9304
2201,4-9608
2202,3-4932
2203,4-6751
2204,8-8451
2205,6-7785
2206,8-5884
2207,8-4031
2208,6-8320
2209,8-3199
2210,6-7960
2211,4-5470
2212,8-3612
2213,6-1453
2214,8-5133
2215,3-3064
2216,5-8359
2217,3-7921
2218,6-3671
2219,4-2886
2220,4-8375
2221,5-4284
2222,4-7564
2223,4-2584
2224,6-0279
2225,4-9467
2226,8-2379
2227,3-5564
2228,3-2789
2229,2-4033
2230,7-7053
2231,8-5487
2232,6-0878
2233,5-2944
2234,7-8127
2235,3-3127
2236,6-4165
2237,8-4027
2238,8-4672
2239,3-4316
2240,6-6479
2241,2-8064
2242,7-3076
2243,8-6820
2244,2-5710
2245,2-5511
2246,3-8831
2247,1-1991
2248,1-6628
2249,8-9820
2250,6-0165
2251,1-7401
2252,7-8744
2253,7-2235
2254,1-2115
2255,1-1101
2256,3-8941
2257,4-4550
2258,6-4796
2259,3-7459
2260,5-3172
2261,2-5046
2262,5-4532
2263,6-6660
2264,8-9170
2265,2-3417
2266,7-1881
2267,6-5722
2268,7-9969
2269,3-9069
2270,7-5939
2271,3-3604
2272,3-2123
2273,3-0933
2274,8-7656
2275,4-7141
2276,1-0050
2277,2-1203
2278,2-1987
2279,8-0842
2280,2-4536
2281,7-5945
2282,7-6395
2283,7-2390
2284,6-5912
2285,8-3275
2286,2-1484
2287,5-1684
2288,7-2642
2289,8-4081
2290,3-8944
2291,2-1146
2292,4-2332
2293,1-0554
2294,7-8847
2295,4-9755
2296,3-6635
2297,5-5115
2298,8-6331
2299,2-8869
2300,5-3802
2301,5-5482
2302,5-5244
2303,5-2439
2304,1-1884
2305,5-3713
2306,8-4968
2307,7-9943
2308,3-5477
2309,5-9644
2310,6-2468
2311,4-6816
2312,4-6146
2313,8-9067
2314,7-8898
2315,1-9076
2316,8-1158
2317,4-4821
2318,5-2354
2319,5-3578
2320,4-7747
2321,5-1971
2322,3-0218
2323,4-7643
2324,5-5264
2325,4-3163
2326,7-6876
2327,3-7701
2328,3-2421
2329,2-4177
2330,6-9259
2331,6-2895
2332,8-7132
2333,1-9745
2334,6-7578
2335,7-6220
2336,5-0586
2337,2-4684
2338,2-8807
2339,2-4495
2340,3-3710
2341,7-0109
2342,7-2965
2343,5-1595
2344,1-4731
2345,2-2288
2346,5-4534
2347,6-4083
2348,1-6338
2349,2-5116
2350,5-0935
2351,3-2743
2352,1-9507
2353,6-6076
2354,8-6446
2355,4-1628
2356,3-1732
2357,4-1154
2358,3-2792
2359,7-3649
2360,8-6543
2361,7-5781
2362,3-5807
2363,2-2640
2364,5-3895
2365,2-1943
2366,4-4377
2367,8-3465
2368,7-8854
2369,2-7491
2370,7-2743
2371,1-8584
2372,6-7239
2373,6-7823
2374,7-6253
2375,3-8083
2376,3-4392
2377,6-7719
2378,7-6385
2379,2-5701
2380,1-1566
2381,7-2403
2382,7-1080
2383,6-7675
2384,3-8645
2385,2-0619
2386,2-2194
2387,1-2405
2388,6-2979
2389,7-3240
2390,2-3627
2391,1-3572
2392,4-8230
2393,8-7165
2394,1-6398
2395,2-2999
2396,2-4688
2397,7-5181
2398,1-3376
2399,5-7200
2400,6-0811
2401,6-9857
2402,7-8665
2403,7-8778
2404,5-7395
2405,6-2556
2406,4-1900
2407,1-3558
2408,5-9895
2409,7-7621
2410,3-5447
2411,4-6389
2412,4-0487
2413,1-2109
2414,7-6465
2415,2-4821
2416,8-0580
2417,6-5298
2418,7-4265
2419,8-6557
2420,7-0726
2421,4-5323
2422,7-6921
2423,4-2259
2424,5-7334
2425,7-6927
2426,4-2375
2427,8-9731
2428,3-5317
2429,3-4886
2430,5-5006
2431,7-4149
2432,2-2562
2433,8-4658
2434,6-1873
2435,8-9553
2436,6-1007
2437,7-9820
2438,1-6856
2439,1-1677
2440,4-8233
2441,2-9653
2442,2-7119
2443,5-0554
2444,5-4641
2445,7-3461
2446,4-4232
2447,7-3146
2448,6-1780
2449,1-2199
2450,4-9518
2451,3-9863
2452,3-2376
2453,7-2993
2454,1-9837
2455,2-4630
2456,1-7954
2457,4-2017
2458,2-4729
2459,5-6058
2460,6-7860
2461,1-2005
2462,1-2361
2463,5-7738
2464,2-9256
2465,3-6823
2466,6-4288
2467,3-2813
2468,7-8493
2469,4-2133
2470,3-7720
2471,4-1880
2472,2-0367
2473,4-0292
2474,4-9427
2475,7-1837
2476,7-3477
2477,4-0848
2478,1-3050
2479,7-3783
2480,7-5586
2481,7-1979
2482,2-4119
2483,3-6283
2484,6-4463
2485,2-0147
2486,7-8206
2487,7-0999
2488,2-9410
2489,2-1761
2490,8-7644
2491,2-3963
2492,6-8874
2493,6-5196
2494,6-8624
2495,1-1896
2496,1-8902
2497,5-1118
2498,8-1310
2499,3-5744
2500,1-4897
2501,8-8101
2502,5-6664
2503,7-4420
2504,8-8003
2505,2-7185
2506,6-5156
2507,3-2950
2508,7-5740
2509,5-0713
2510,5-9571
2511,1-9486
2512,8-1178
2513,7-7376
2514,4-6354
2515,6-0105
2516,8-5260
2517,1-5244
2518,7-0872
2519,5-8526
2520,2-5812
2521,3-6989
2522,6-8548
2523,4-2839
2524,7-3880
2525,8-5579
2526,1-6872
2527,3-4481
2528,6-0737
2529,8-2990
2530,4-9508
2531,5-6726
2532,3-4814
2533,2-7297
2534,4-1556
2535,7-5189
2536,1-0324
2537,5-6708
2538,3-1685
2539,6-6172
2540,2-6396
2541,3-7887
2542,5-6587
2543,3-3356
2544,6-6814
2545,7-8758
2546,2-2055
2547,1-4882
2548,8-0578
2549,1-0096
2550,6-6303
2551,3-3462
2552,1-9355
2553,3-3677
2554,7-6092
2555,7-2044
2556,1-2769
2557,1-2710
2558,1-0238
2559,6-7221
2560,3-5209
2561,3-8465
2562,4-1835
2563,5-9634
2564,2-9165
2565,7-0811
2566,3-7897
2567,7-4798
2568,4-6720
2569,2-4535
2570,3-0102
2571,6-2699
2572,6-6921
2573,7-1693
2574,3-6352
2575,8-4863
2576,8-4683
2577,8-9803
2578,6-2403
2579,4-7863
2580,6-2471
2581,8-7991
2582,8-3640
2583,2-2353
2584,3-9445
2585,2-9467
2586,3-5834
2587,2-1009
2588,7-0940
2589,8-3626
2590,4-8291
2591,5-9632
2592,4-3279
2593,1-7986
2594,8-9642
2595,2-9528
2596,1-4257
2597,6-1733
2598,7-6416
2599,1-1449
2600,3-3453
2601,8-2670
2602,3-6302
2603,8-8141
2604,5-4434
2605,2-4920
2606,2-7739
2607,8-7873
2608,8-7117
2609,6-2439
2610,5-5033
2611,8-7825
2612,1-3439
2613,3-0924
2614,2-4802
2615,4-5142
2616,1-3177
2617,4-2273
2618,5-0877
2619,8-8555
2620,5-8351
2621,3-5728
2622,3-9900
2623,1-7461
2624,1-9111
2625,3-5061
2626,6-6334
2627,4-6470
2628,8-6344
2629,3-4052
2630,4-8174
2631,4-3833
2632,7-2952
2633,4-8674
2634,3-6832
2635,2-8421
2636,4-0965
2637,4-6428
2638,3-5114
2639,2-8299
2640,6-5247
2641,7-7246
2642,4-2295
2643,7-2790
2644,4-6904
2645,7-3207
2646,3-7097
2647,5-0193
2648,2-9595
2649,6-8182
2650,2-3964
2651,2-8718
2652,3-8781
2653,3-5901
2654,1-5112
2655,5-7194
2656,1-0684
2657,8-0983
2658,2-8310
2659,4-9918
2660,1-2349
2661,5-7161
2662,7-6156
2663,2-5385
2664,7-3971
2665,3-6752
2666,2-9191
2667,1-9927
2668,7-4833
2669,6-2254
2670,3-4181
2671,4-1202
2672,6-4045
2673,6-6134
2674,6-4396
2675,1-6479
2676,4-9528
2677,3-5432
2678,1-4738
2679,3-2497
2680,4-2539
2681,1-7459
2682,7-8042
2683,7-8791
2684,6-4589
2685,8-0196
2686,2-1238
2687,2-9720
2688,6-6830
2689,4-0947
2690,6-9029
2691,2-0672
2692,1-1755
2693,6-9299
2694,6-3757
2695,5-0433
2696,5-3680
2697,8-6093
2698,3-7328
2699,5-3884
2700,6-0695
2701,7-2042
2702,3-6005
2703,3-7497
2704,2-9861
2705,3-5725
2706,5-1909
2707,1-0117
2708,7-4458
2709,2-4579
2710,5-3176
2711,2-0436
2712,4-2613
2713,8-8994
2714,6-5031
2715,4-4227
2716,4-7501
2717,7-3638
2718,4-8657
2719,2-6181
2720,5-5901
2721,1-6558
2722,6-3451
2723,7-0342
2724,2-1215
2725,3-6736
2726,3-7433
2727,3-0632
2728,2-9199
2729,1-4722
2730,1-0248
2731,3-5782
2732,5-6778
2733,1-6375
2734,4-0177
2735,4-9248
2736,4-9304
2737,1-5433
2738,4-1234
2739,2-3689
2740,2-0456
2741,7-8506
2742,4-1838
2743,8-6447
2744,2-6365
2745,4-6030
2746,4-7821
2747,5-9329
2748,6-6270
2749,3-9576
2750,3-6761
2751,1-9338
2752,6-7858
2753,8-3945
2754,3-2989
2755,5-6151
2756,6-5184
2757,2-2989
2758,4-2214
2759,3-2117
2760,6-2443
2761,8-2236
2762,6-2691
2763,5-7400
2764,8-3994
2765,6-6421
2766,6-2399
2767,4-3989
2768,6-4350
2769,3-3838
2770,2-7726
2771,1-8026
2772,4-7690
2773,5-0951
2774,2-1834
2775,6-2988
2776,8-5307
2777,2-0409
2778,4-2443
2779,8-6496
2780,8-9690
2781,4-3929
2782,5-6290
2783,6-8362
2784,5-7058
2785,4-6927
2786,1-1800
2787,5-9305
2788,8-1765
2789,1-4465
2790,8-8880
2791,6-1339
2792,6-4557
2793,1-1020
2794,4-8756
2795,8-2341
2796,1-3232
2797,7-2597
2798,5-6552
2799,6-3980
2800,6-4320
2801,7-7964
2802,3-0073
2803,5-4873
2804,5-1228
2805,2-1017
2806,1-4116
2807,5-4317
2808,7-4514
2809,1-2296
2810,1-8564
2811,7-2550
2812,3-9817
2813,5-7980
2814,4-6635
2815,8-2853
2816,2-8330
2817,8-0484
2818,2-2156
2819,5-0594
2820,2-0950
2821,6-3419
2822,5-1649
2823,4-0199
2824,3-2260
2825,4-1120
2826,7-0939
2827,1-7176
2828,4-5503
2829,4-0661
2830,6-7184
2831,2-4174
2832,8-4775
2833,6-5443
2834,8-3574
2835,7-9089
2836,6-7323
2837,2-8298
2838,6-0934
2839,4-2753
2840,6-2138
2841,7-7785
2842,6-3529
2843,2-4189
2844,4-1044
2845,7-7291
2846,6-4508
2847,2-8838
2848,2-9584
2849,5-8224
2850,3-9065
2851,1-4212
2852,2-2573
2853,8-2695
2854,3-1652
2855,3-6320
2856,1-1478
2857,6-0675
2858,6-0544
2859,1-7645
2860,1-8070
2861,5-9300
2862,6-3131
2863,6-4487
2864,6-6013
2865,7-6528
2866,7-9306
2867,8-4069
2868,4-2509
2869,8-2329
2870,3-5321
2871,4-8042
2872,2-5382
2873,3-3578
2874,3-8420
2875,5-9578
2876,8-8856
2877,7-2727
2878,8-2385
2879,6-0579
2880,6-6556
2881,1-2785
2882,7-8928
2883,7-4758
2884,6-7278
2885,3-2212
2886,6-2893
2887,4-7945
2888,8-5735
2889,3-5140
2890,3-1102
2891,6-7238
2892,2-0450
2893,2-2699
2894,5-9380
2895,4-7325
2896,2-2070
2897,2-7727
2898,2-8755
2899,3-5809
2900,4-3075
2901,2-3834
2902,3-1424
2903,3-9870
2904,5-6933
2905,8-2790
2906,7-2196
2907,1-1813
2908,1-3561
2909,4-3197
2910,8-3057
2911,8-5169
2912,3-7138
2913,2-5195
2914,1-2255
2915,3-1504
2916,5-7256
2917,3-0043
2918,2-3019
2919,4-1099
2920,5-5703
2921,3-2967
2922,4-2134
2923,2-7171
2924,1-9682
2925,3-9213
2926,3-2394
2927,4-7374
2928,2-1314
2929,4-8410
2930,2-6966
2931,3-8532
2932,5-3846
2933,2-4807
2934,6-3050
2935,3-8854
2936,8-5325
2937,1-7957
2938,8-2632
2939,8-9268
2940,1-2902
2941,4-5254
2942,4-4810
2943,3-4254
2944,8-2210
2945,3-6433
2946,5-4561
2947,8-0535
2948,5-6161
2949,2-4351
2950,8-4917
2951,6-7856
2952,4-1368
2953,2-4666
2954,8-9570
2955,8-1599
2956,6-3590
2957,1-6781
2958,1-9109
2959,1-8024
2960,4-6831
2961,1-7598
2962,2-5997
2963,3-8603
2964,7-4659
2965,7-9344
2966,2-2633
2967,5-8175
2968,4-8035
2969,4-2203
2970,7-5134
2971,8-0701
2972,1-0415
2973,2-5283
2974,4-6613
2975,5-8958
2976,2-6065
2977,4-1826
2978,7-0712
2979,3-4719
2980,2-0655
2981,6-6678
2982,4-2333
2983,2-8896
2984,3-7864
2985,3-5935
2986,3-8793
2987,5-3106
2988,6-0308
2989,4-2819
2990,6-3859
2991,1-5180
2992,8-8253
2993,7-3901
2994,2-0823
2995,1-5086
2996,1-5961
2997,8-6454
2998,5-7917
2999,5-1359
3000,5-3872
3001,7-6234
3002,6-7324
3003,8-1763
3004,6-1011
3005,3-4837
3006,2-4460
3007,2-1525
3008,6-7444
3009,2-4424
3010,6-5129
3011,7-2614
3012,7-3571
3013,4-1620
3014,3-0087
3015,2-9360
3016,6-5259
3017,4-5823
3018,5-7860
3019,2-1590
3020,8-0940
3021,8-1893
3022,1-0915
3023,8-9964
3024,3-5286
3025,4-0864
3026,8-3305
3027,3-8145
3028,4-9479
3029,6-9700
3030,6-7050
3031,5-0358
3032,7-3540
3033,6-7052
3034,3-7312
3035,8-3494
3036,7-9522
3037,2-1852
3038,3-9403
3039,4-2678
3040,2-8338
3041,2-1544
3042,6-2672
3043,1-4423
3044,4-5304
3045,3-7347
3046,7-1583
3047,2-1397
3048,3-2089
3049,5-8230
3050,6-7707
3051,7-2825
3052,7-8246
3053,6-8123
3054,2-5926
3055,4-0552
3056,3-4077
3057,3-8787
3058,5-0322
3059,1-3008
3060,3-5401
3061,3-7846
3062,7-7486
3063,4-5010
3064,7-5551
3065,7-7255
3066,6-4127
3067,8-6774
3068,5-1709
3069,7-5097
3070,7-0345
3071,7-1575
3072,6-3674
3073,2-6936
3074,3-7072
3075,2-1031
3076,8-3315
3077,2-1322
3078,2-6743
3079,8-9349
3080,5-1853
3081,4-5416
3082,5-6572
3083,1-5182
3084,6-9417
3085,7-8995
3086,2-2988
3087,6-7488
3088,2-5578
3089,7-4743
3090,6-4489
3091,2-5618
3092,5-9662
3093,3-7903
3094,8-1602
3095,8-4038
3096,6-7017
3097,7-2229
3098,3-3087
3099,8-9966
3100,6-8573
3101,3-3804
3102,1-8155
3103,6-3847
3104,7-3806
3105,6-0103
3106,3-1616
3107,2-3179
3108,1-0045
3109,8-7623
3110,4-8997
3111,2-1070
3112,8-1349
3113,1-0613
3114,8-2815
3115,5-5920
3116,3-5840
3117,4-0030
3118,3-6763
3119,4-4204
3120,6-9538
3121,8-2915
3122,7-5870
3123,5-5640
3124,5-5976
3125,7-1812
3126,5-2639
3127,2-2158
3128,3-5285
3129,8-5356
3130,2-7755
3131,6-6942
3132,4-1360
3133,5-5668
3134,2-6289
3135,8-4236
3136,1-3752
3137,2-3503
3138,3-6529
3139,1-6883
3140,3-2301
3141,6-0829
3142,7-2919
3143,5-4834
3144,5-6099
3145,5-8514
3146,5-3989
3147,7-2400
3148,3-4623
3149,5-5822
3150,7-6006
3151,7-5466
3152,4-4797
3153,4-5537
3154,3-6221
3155,2-1694
3156,8-3614
3157,7-2310
3158,8-0348
3159,6-4192
3160,8-0393
3161,4-2774
3162,5-9450
3163,5-5428
3164,2-3470
3165,2-5861
3166,8-9688
3167,5-9857
3168,3-2791
3169,6-0355
3170,3-3925
3171,1-2333
3172,3-7506
3173,6-2954
3174,2-6145
3175,2-3294
3176,1-9011
3177,3-2357
3178,8-7722
3179,2-3263
3180,5-8075
3181,7-7090
3182,7-9647
3183,8-0844
3184,1-5699
3185,3-4030
3186,5-7170
3187,6-0554
3188,6-6924
3189,1-2767
3190,1-1459
3191,3-9227
3192,4-2184
3193,3-3289
3194,8-0363
3195,3-6960
3196,8-7205
3197,2-9434
3198,4-8168
3199,2-8144
3200,1-2817
3201,7-4825
3202,6-7043
3203,8-3014
3204,3-0418
3205,2-8286
3206,1-4791
3207,4-9337
3208,1-3912
3209,7-0243
3210,7-4113
3211,4-7790
3212,6-3941
3213,6-8485
3214,6-1057
3215,1-5361
3216,4-4386
3217,4-6274
3218,7-1367
3219,3-2859
3220,6-6846
3221,4-1123
3222,1-1485
3223,7-7963
3224,8-0319
3225,2-6258
3226,8-5444
3227,7-6207
3228,4-0668
3229,4-9551
3230,8-9162
3231,2-7112
3232,5-3635
3233,8-3233
3234,4-4266
3235,6-1925
3236,2-4038
3237,1-4726
3238,5-0000
3239,7-7331
3240,7-3460
3241,7-1126
3242,5-0210
3243,6-5217
3244,1-3962
3245,6-7698
3246,5-3331
3247,4-2867
3248,6-4145
3249,1-6731
3250,1-6470
3251,2-1402
3252,1-3252
3253,2-3265
3254,7-6582
3255,2-6693
3256,8-1466
3257,4-0201
3258,3-9353
3259,2-5146
3260,2-1084
3261,5-4178
3262,3-1084
3263,4-0932
3264,8-5747
3265,3-0152
3266,8-0362
3267,3-0566
3268,4-0156
3269,8-5086
3270,6-8722
3271,6-1608
3272,8-6728
3273,2-2018
3274,4-2803
3275,6-5985
3276,5-6353
3277,6-1075
3278,4-1657
3279,2-3202
3280,5-8597
3281,1-6064
3282,7-3219
3283,3-9218
3284,1-4209
3285,5-0601
3286,3-6592
3287,6-3666
3288,8-0863
3289,5-1828
3290,8-5888
3291,2-4120
3292,8-2547
3293,5-7230
3294,8-8919
3295,5-2073
3296,5-4529
3297,5-4173
3298,6-0589
3299,7-6783
3300,7-5022
3301,6-9852
3302,1-5702
3303,5-5446
3304,6-2869
3305,4-3367
3306,5-4373
3307,2-8556
3308,5-8823
3309,6-4576
3310,8-6842
3311,3-2236
3312,6-5734
3313,2-6631
3314,2-2822
3315,5-4874
3316,1-4859
3317,5-2049
3318,7-4447
3319,8-6169
3320,1-9014
3321,6-9272
3322,4-4941
3323,8-8104
3324,5-0516
3325,7-9075
3326,1-5344
3327,5-1554
3328,2-0000
3329,4-3419
3330,2-7584
3331,4-1897
3332,3-4857
3333,6-2710
3334,6-7121
3335,5-0045
3336,6-6391
3337,4-4757
3338,1-1786
3339,8-5754
3340,2-1275
3341,2-9116
3342,2-9435
3343,6-7778
3344,8-1820
3345,7-4700
3346,6-2761
3347,6-3138
3348,2-0665
3349,8-4652
3350,6-2826
3351,1-6458
3352,1-5515
3353,2-8251
3354,4-7796
3355,8-1918
3356,4-6683
3357,8-2735
3358,1-7935
3359,1-9220
3360,2-4832
3361,4-2836
3362,1-0743
3363,1-4008
3364,4-7406
3365,2-2442
3366,1-3724
3367,5-6061
3368,8-8036
3369,2-8227
3370,1-6859
3371,1-0295
3372,3-7462
3373,8-5420
3374,6-5042
3375,1-6127
3376,5-5994
3377,1-9452
3378,5-2460
3379,3-5988
3380,1-8073
3381,5-4171
3382,1-6563
3383,8-4487
3384,5-3714
3385,6-3449
3386,3-9059
3387,4-9724
3388,3-6166
3389,7-3656
3390,1-1195
3391,2-5372
3392,8-2724
3393,7-2445
3394,1-1621
3395,2-9932
3396,2-8438
3397,6-5018
3398,7-4366
3399,4-2984
3400,5-4168
3401,3-6201
3402,4-0161
3403,1-6567
3404,8-4425
3405,8-3061
3406,5-5425
3407,1-5078
3408,5-0336
3409,5-0149
3410,6-1420
3411,6-9928
3412,4-6822
3413,2-2613
3414,5-9339
3415,8-7609
3416,2-9145
3417,1-0449
3418,1-3296
3419,5-1532
3420,7-5178
3421,7-3667
3422,5-1646
3423,4-0125
3424,8-5891
3425,5-5194
3426,1-7852
3427,5-5623
3428,2-9400
3429,1-8540
3430,3-5541
3431,1-6053
3432,4-0397
3433,4-8888
3434,6-8406
3435,8-7464
3436,2-0760
3437,5-1973
3438,5-6107
3439,3-7631
3440,1-6720
3441,7-7461
3442,4-2811
3443,1-0826
3444,4-7355
3445,8-3406
3446,2-1232
3447,6-1224
3448,2-7928
3449,3-1318
3450,6-7575
3451,7-5346
3452,5-3687
3453,5-2610
3454,3-1018
3455,5-2168
3456,4-4865
3457,5-6837
3458,2-3455
3459,2-6948
3460,5-3598
3461,7-9461
3462,2-5281
3463,8-2024
3464,4-4646
3465,8-2433
3466,6-9815
3467,5-5757
3468,4-7181
3469,3-0124
3470,1-3209
3471,8-8743
3472,3-7566
3473,8-7192
3474,5-5464
3475,2-9825
3476,5-6403
3477,7-6118
3478,5-7125
3479,8-7652
3480,2-0762
3481,4-9530
3482,3-3372
3483,7-2666
3484,6-5554
3485,5-3218
3486,6-6595
3487,3-1164
3488,3-6591
3489,2-8449
3490,8-6499
3491,5-2874
3492,1-9478
3493,5-5607
3494,1-1444
3495,3-7152
3496,4-7772
3497,8-8998
3498,5-8602
3499,5-5987
3500,4-2183
3501,8-6564
3502,8-3841
3503,4-8617
3504,5-2503
3505,8-2481
3506,2-6508
3507,1-5085
3508,5-4180
3509,8-0398
3510,8-0411
3511,6-8082
3512,8-7759
3513,8-1296
3514,5-6389
3515,5-1159
3516,6-7339
3517,3-0474
3518,3-8426
3519,6-1882
3520,5-9044
3521,4-8677
3522,8-4494
3523,8-1833
3524,7-5251
3525,1-7391
3526,7-1884
3527,5-7813
3528,8-5764
3529,2-7482
3530,5-8879
3531,8-0055
3532,3-6585
3533,6-7753
3534,4-8473
3535,7-9244
3536,7-7724
3537,2-5584
3538,4-8151
3539,5-8852
3540,7-2399
3541,2-8109
3542,8-9398
3543,5-6265
3544,1-3054
3545,6-7351
3546,5-5127
3547,6-3253
3548,6-3393
3549,7-2041
3550,8-6917
3551,1-5743
3552,7-6074
3553,2-3545
3554,2-3155
3555,5-4541
3556,3-0289
3557,8-4778
3558,2-8115
3559,3-4856
3560,8-1929
3561,2-1695
3562,2-7380
3563,2-6893
3564,1-2856
3565,2-4292
3566,6-8965
3567,8-3718
3568,2-7194
3569,1-7664
3570,8-4740
3571,5-0660
3572,8-2389
3573,4-3355
3574,5-3833
3575,2-4241
3576,4-9489
3577,7-1514
3578,8-5252
3579,1-6709
3580,7-4278
3581,1-5072
3582,4-2004
3583,2-3027
3584,3-7714
3585,6-7938
3586,8-5151
3587,1-6922
3588,2-9951
3589,4-2786
3590,5-9262
3591,6-2415
3592,8-4552
3593,4-2246
3594,7-2340
3595,3-8537
3596,4-4559
3597,8-7694
3598,8-2736
3599,4-5230
3600,1-6007
3601,5-6227
3602,6-5360
3603,1-6707
3604,4-2802
3605,7-3509
3606,3-0831
3607,7-0294
3608,7-2119
3609,3-9999
3610,5-8510
3611,6-1105
3612,7-6518
3613,6-9825
3614,4-4789
3615,6-5789
3616,7-1457
3617,5-3797
3618,4-7651
3619,5-2345
3620,8-0746
3621,7-8444
3622,1-2904
